# ----------------------------------------
# Report CSV Export
# Account: Faro Blanco Resort and Marina
# Property: 12423 - Faro Blanco - Hotel - GA4
# ----------------------------------------
# Which channels drive the most conversions?
# Start date: 20220129
# End date: 20230129
Default channel group,Conversions
Organic Search,15238.71575
Paid Search,7970.363212
Direct,2999
Organic Social,1505.144646
Referral,1461.769686
Email,1044.508931
Paid Social,920.349988
Unassigned,242.53093
Display,167.555387
Cross-network,115.839248
Mobile Push Notifications,5.222222
Paid Other,1

#  


# 


# What touchpoints do customers take to convert?
# Start date: 20220129
# End date: 20230129
Default channel group,Conversions,Last click path attributed conversions
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",1,NaN
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Paid Search"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email""]",1,NaN
"[""Paid Search"",""Paid Search"",""Referral""]",1,NaN
"[""Paid Search"",""Paid Search"",""Referral"",""Referral""]",1,NaN
"[""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Paid Search"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Display"",""Display"",""Unassigned"",""Unassigned""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Search"",""Paid Social"",""Paid Social"",""Paid Search"",""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Search"",""Referral"",""Email"",""Email""]",1,NaN
"[""Paid Search"",""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Paid Search"",""Referral"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Paid Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Paid Search"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Search""]",1,NaN
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Paid Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Organic Social"",""Organic Social"",""Organic Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Search""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Paid Social"",""Paid Social"",""Paid Social"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Referral""]",1,NaN
"[""Paid Social"",""Paid Social"",""Referral"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Paid Social"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Referral"",""Paid Social"",""Paid Social""]",1,NaN
"[""Paid Social"",""Referral"",""Referral"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social"",""Paid Social""]",1,NaN
"[""Referral"",""Email"",""Email""]",1,NaN
"[""Referral"",""Email"",""Email"",""Email"",""Email""]",1,NaN
"[""Referral"",""Email"",""Email"",""Email"",""Email"",""Email""]",1,NaN
"[""Referral"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",1,NaN
"[""Referral"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",1,NaN
"[""Referral"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",1,NaN
"[""Referral"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social"",""Organic Social""]",1,NaN
